Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-12376,B-3296,jewellery,bangles bracelets armlets,bangles,2.4,31/12/2012,699.0
P-2661,B-673,jewellery,bangles bracelets armlets,bangles,5.0,30/12/2013,295.0
P-5610,B-2679,clothing,women s clothing,western wear,3.0,30/12/2013,477.0
P-219,B-63,automotive,car bike accessories,car bike lighting,2.0,15/6/2017,947.0
P-12355,B-3285,computers,tablet accessories,cases covers,1.6,17/6/2019,493.0
P-4876,B-1287,computers,network components,routers,4.0,1/12/2016,1797.0
P-5217,B-1385,home furnishing,cushions pillows covers,cushion covers,2.3,20/12/2012,899.0
P-9741,B-3078,footwear,women s footwear,sports shoes,3.0,20/12/2019,447.0
P-5062,B-3078,footwear,women s footwear,casual shoes,4.0,1/12/2013,494.0
P-3501,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.5,1/12/2018,211.0
P-6427,B-3078,watches,wrist watches,lenco wrist watches,4.6,4/12/2017,845.0
P-3961,B-1020,jewellery,rings,unknown,4.1,1/1/2020,32780.0
P-8116,B-2144,home decor festive needs,showpieces,paras showpieces,3.7,4/1/2017,906.0
P-1926,B-410,mobiles accessories,tablet accessories,cases covers,4.7,1/1/2015,1045.0
P-7804,B-679,clothing,women s clothing,lingerie sleep swimwear,2.6,7/1/2017,295.0
P-9584,B-3078,footwear,women s footwear,casual shoes,1.6,4/12/2013,3144.0
P-12196,B-3251,jewellery,necklaces chains,necklaces,1.8,1/12/2013,437.0
P-8765,B-1936,clothing,women s clothing,lingerie sleep swimwear,4.5,7/1/2019,489.0
P-9520,B-2462,beauty and personal care,combos and kits,rythmx combos and kits,1.8,2/6/2016,390.0
P-3373,B-877,clothing,women s clothing,western wear,2.4,2/4/2013,990.0
P-1200,B-187,clothing,women s clothing,western wear,5.0,12/6/2013,1025.0
P-8586,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.3,1/12/2013,192.0
P-12527,B-3078,footwear,men s footwear,casual shoes,4.2,29/12/2016,1289.0
P-9457,B-2443,clothing,kids clothing,girls wear,4.7,3/4/2013,545.0
P-9493,B-2453,baby care,baby bedding,baby bedsheets,3.3,10/5/2017,495.0
P-8390,B-2204,jewellery,earrings,unknown,1.9,12/12/2019,396.0
P-9310,B-2411,tools hardware,tools,gardening tools,3.5,7/1/2015,1594.0
P-3608,B-933,jewellery,necklaces chains,necklaces,1.8,1/12/2014,298.0
P-9215,B-2370,computers,laptop accessories,adapters,4.1,12/12/2015,699.0
P-2718,B-2372,clothing,women s clothing,western wear,5.0,30/12/2013,380.0
P-9875,B-2586,shonaya printed bhagalpuri art silk sari,unknown,unknown,2.7,11/5/2018,547.0
P-78,B-12,baby care,baby kids gifts,stickers,4.2,1/12/2012,593.0
P-244,B-71,jewellery,jewellery sets,unknown,3.7,1/1/2020,892.0
P-3704,B-947,jewellery,necklaces chains,necklaces,5.0,1/12/2012,470.0
P-1486,B-270,autoplus m ap15 arm sleeve black,unknown,unknown,2.6,5/4/2014,433.0
P-8083,B-2135,kitchen dining,palakz kitchen dining,palakz printed foldable storage stool multicolor,4.5,10/5/2015,389.0
P-3770,B-968,toys school supplies,school supplies,lunch boxes,2.7,28/3/2018,146.0
P-2582,B-649,jewellery,bangles bracelets armlets,bracelets,3.0,20/12/2012,489.0
P-1541,B-289,home decor festive needs,wall decor clocks,wall shelves,3.0,26/6/2016,838.0
P-2431,B-581,jewellery,bangles bracelets armlets,bangles,3.1,30/12/2016,339.0
P-6538,B-2679,clothing,women s clothing,western wear,3.4,30/12/2016,435.0
P-3547,B-2372,clothing,women s clothing,western wear,1.6,12/12/2014,396.0
P-5025,B-3078,clothing,women s clothing,western wear,3.0,1/12/2013,648.0
P-5082,B-1345,computers,laptop accessories,usb gadgets,2.4,29/12/2014,85.0
P-4965,B-1312,home decor festive needs,decorative lighting lamps,series lights,4.8,1/1/2014,312.0
P-8335,B-2185,clothing,women s clothing,western wear,3.1,12/6/2016,695.0
P-6585,B-3078,clothing,women s clothing,western wear,1.2,1/12/2015,992.0
P-10403,B-2741,automotive,accessories spare parts,car bike lighting,2.3,3/3/2015,499.0
P-325,B-3078,toys school supplies,remote control toys,adraxx remote control toys,1.0,1/1/2020,1191.0
P-10737,B-2828,beauty and personal care,health care,medical equipment accessories,3.1,3/3/2015,1641.0
P-1531,B-285,clothing,women s clothing,western wear,4.5,11/3/2018,749.0
P-1129,B-170,sports fitness,racquet sports,badminton,2.1,18/3/2020,341.0
P-10584,B-2770,clothing,men s clothing,sports wear,2.0,11/4/2018,1397.0
P-4390,B-1143,kitchen dining,kitchen tools,kitchen implements,3.1,1/12/2016,345.0
P-228,B-64,automotive,accessories spare parts,car interior exterior,2.2,1/12/2015,3390.0
P-9714,B-3078,clothing,men s clothing,winter seasonal wear,2.7,29/12/2013,746.0
P-427,B-97,jewellery,necklaces chains,necklaces,2.4,1/12/2015,862.0
P-702,B-133,automotive,accessories spare parts,car interior exterior,2.2,1/12/2013,1589.0
P-11538,B-3082,jewellery,necklaces chains,necklaces,4.9,1/12/2018,281.0
P-10900,B-3078,clothing,women s clothing,western wear,4.9,6/1/2018,489.0
P-5078,B-1342,tools hardware,tools,gardening tools,2.3,7/1/2015,571.0
P-3336,B-861,watches,wrist watches,esidon wrist watches,1.2,24/4/2013,444.0
P-9355,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,3.9,1/12/2015,197.0
P-4374,B-3078,sports fitness,other sports,skating,1.5,1/12/2014,3490.0
P-7297,B-1947,home decor festive needs,decorative lighting lamps,series lights,2.0,1/1/2013,850.0
P-9843,B-3078,clothing,women s clothing,western wear,1.8,6/1/2016,799.0
P-11549,B-2201,clothing,women s clothing,lingerie sleep swimwear,1.8,7/1/2016,484.0
P-9567,B-2484,clothing,women s clothing,sports gym wear,3.0,3/3/2016,146.0
P-11264,B-2982,home decor festive needs,table decor handicrafts,table decor,3.8,1/1/2016,242.0
P-4660,B-1237,mobiles accessories,tablet accessories,cases covers,1.6,1/1/2020,1243.0
P-10902,B-3078,clothing,women s clothing,western wear,1.4,6/1/2015,597.0
P-8860,B-2288,computers,laptop accessories,usb gadgets,4.9,29/12/2019,128.0
P-9648,B-2508,home furnishing,bath linen,towels,5.0,20/12/2012,685.0
P-11845,B-3187,jewellery,bangles bracelets armlets,bangles,2.1,30/12/2016,891.0
P-3363,B-871,footwear,men s footwear,sports shoes,4.1,7/6/2015,296.0
P-4760,B-1260,jewellery,necklaces chains,necklaces,4.8,1/12/2016,424.0
P-796,B-133,automotive,accessories spare parts,car interior exterior,1.5,1/12/2012,1592.0
P-10164,B-2695,computers,laptop accessories,adapters,3.9,11/3/2014,538.0
P-7673,B-3078,clothing,men s clothing,t shirts,2.3,13/12/2013,396.0
P-4994,B-1315,jewellery,necklaces chains,necklaces,3.2,1/12/2016,464.0
P-12450,B-3314,clothing,women s clothing,western wear,3.0,24/4/2018,626.0
P-3154,B-812,clothing,men s clothing,shirts,4.1,12/3/2016,893.0
P-7671,B-3078,clothing,men s clothing,t shirts,3.7,13/12/2014,329.0
P-4324,B-1120,home decor festive needs,decorative lighting lamps,wall lamps,3.3,7/3/2016,3499.0
P-10532,B-3078,clothing,women s clothing,ethnic wear,3.5,30/12/2015,539.0
P-6148,B-3078,clothing,women s clothing,western wear,2.8,1/12/2014,743.0
P-3862,B-992,footwear,women s footwear,sports sandals,4.6,19/4/2018,640.0
P-7254,B-3078,beauty and personal care,combos and kits,mxofere combos and kits,3.3,12/12/2017,281.0
P-7090,B-1881,jewellery,accessories,brooches,1.6,19/5/2018,689.0
P-7327,B-1961,home furnishing,bed linen,blankets quilts dohars,3.4,1/1/2019,1396.0
P-10167,B-2695,computers,laptop accessories,adapters,1.9,11/3/2014,534.0
P-9509,B-3078,pens stationery,school supplies,geometry pen pencil boxes,4.4,1/12/2017,225.0
P-318,B-86,jewellery,necklaces chains,necklaces,4.9,1/12/2014,861.0
P-11714,B-3144,clothing,women s clothing,western wear,4.4,2/4/2017,2494.0
P-3402,B-879,jewellery,necklaces chains,necklaces,5.0,1/12/2013,240.0
P-1852,B-405,jewellery,rings,unknown,2.0,1/1/2015,35524.0
P-9799,B-2555,clothing,men s clothing,shirts,4.5,21/3/2016,997.0
P-11178,B-3078,watches,wrist watches,timewel wrist watches,4.4,7/1/2015,845.0
P-10673,B-3078,footwear,women s footwear,heels,4.9,1/12/2015,491.0
P-2798,B-720,home decor festive needs,wall decor clocks,wall decals stickers,1.1,31/12/2014,490.0
P-2089,B-465,pens stationery,art supplies,sketch paint markers,4.2,25/3/2020,347.0
P-11846,B-3187,jewellery,bangles bracelets armlets,bangles,3.4,30/12/2017,803.0
P-10006,B-2624,pet supplies,grooming,skin coat care,2.1,25/3/2018,90.0
P-11913,B-3197,jewellery,necklaces chains,necklaces,3.6,1/12/2015,292.0
P-3940,B-1018,baby care,infant wear,baby girls clothes,3.3,22/3/2014,899.0
P-3731,B-954,footwear,women s footwear,ballerinas,3.7,17/6/2015,495.0
P-9885,B-3078,clothing,women s clothing,ethnic wear,3.8,29/12/2018,398.0
P-5460,B-1452,jewellery,necklaces chains,necklaces,1.6,1/12/2014,341.0
P-5763,B-1517,jewellery,rings,unknown,1.3,1/1/2016,23483.0
P-1691,B-349,jewellery,jewellery sets,unknown,4.4,31/12/2014,346.0
P-9082,B-2326,jewellery,rings,unknown,3.2,1/1/2020,28579.0
P-5848,B-1526,footwear,women s footwear,heels,4.5,24/4/2020,1745.0
P-5268,B-1407,clothing,kids clothing,boys wear,3.6,26/5/2013,493.0
P-5330,B-1420,jewellery,necklaces chains,necklaces,1.0,1/12/2015,489.0
P-11425,B-3041,jewellery,necklaces chains,necklaces,5.0,1/12/2016,219.0
P-167,B-3078,toys school supplies,school supplies,geometry pencil boxes,4.4,1/12/2013,299.0
P-587,B-133,automotive,accessories spare parts,car interior exterior,1.1,1/12/2014,1589.0
P-2654,B-668,kitchen dining,cookware,pots pans,1.8,1/12/2014,952.0
P-9730,B-378,clothing,women s clothing,lingerie sleep swimwear,3.8,7/1/2020,390.0
P-7925,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,2.0,2/4/2018,492.0
P-3451,B-896,sports fitness,outdoor adventure,camping hiking,1.6,25/2/2013,139.0
P-12312,B-3078,beauty and personal care,fragrances,deodorants,3.8,1/12/2015,269.0
P-5982,B-1569,mobiles accessories,mobile accessories,mobile pouches,2.4,5/3/2018,452.0
P-425,B-96,footwear,women s footwear,slippers flip flops,1.7,16/5/2015,696.0
P-432,B-98,health personal care appliances,personal care appliances,trimmers,2.5,1/1/2013,859.0
P-8977,B-2307,jewellery,rings,unknown,2.6,1/1/2015,27556.0
P-738,B-133,automotive,accessories spare parts,car interior exterior,4.0,1/12/2014,1597.0
P-9261,B-2679,clothing,men s clothing,shirts,5.0,3/12/2012,839.0
P-1045,B-143,clothing,women s clothing,lingerie sleep swimwear,2.8,2/4/2019,338.0
P-3598,B-929,jewellery,necklaces chains,necklaces,2.8,1/12/2018,349.0
P-4689,B-1245,beauty and personal care,body and skin care,body and skin accessories,1.8,2/4/2018,195.0
P-8619,B-3078,kitchen dining,coffee mugs,printland coffee mugs,2.2,1/12/2016,296.0
P-7354,B-3078,clothing,men s clothing,navaksha men s clothing,2.5,6/1/2014,748.0
P-6669,B-1754,jewellery,bangles bracelets armlets,bangles,1.9,30/12/2018,287.0
P-512,B-123,baby care,furniture furnishings,inflatable products,2.0,1/1/2019,594.0
P-1802,B-392,clothing,kids clothing,girls wear,1.8,10/5/2016,718.0
P-1792,B-390,tools hardware,tools,gardening tools,1.2,7/1/2015,993.0
P-6739,B-1788,baby care,baby bath skin,baby bath towels,4.0,31/12/2012,289.0
P-5962,B-3078,clothing,women s clothing,western wear,1.2,1/12/2016,699.0
P-3912,B-1009,clothing,men s clothing,ethnic wear,2.9,3/3/2017,896.0
P-6475,B-1695,clothing,kids clothing,girls wear,4.0,10/5/2020,1608.0
P-576,B-133,automotive,accessories spare parts,car interior exterior,3.0,1/12/2018,1599.0
P-10509,B-2748,furniture,bedroom furniture,mattresses,4.0,5/4/2018,20571.0
P-7437,B-1994,computers,network components,routers,2.4,1/12/2015,5249.0
P-8798,B-3078,pens stationery,college supplies,geometry pencil boxes,2.1,1/12/2013,297.0
P-8277,B-1936,furniture,pet furniture,unknown,1.0,29/12/2018,1244.0
P-7314,B-1954,automotive,accessories spare parts,helmets riding gear,3.2,24/4/2014,178.0
P-3894,B-1004,frabjous german silver rings for women alloy zir,unknown,unknown,2.1,3/4/2020,391.0
P-1532,B-3078,clothing,women s clothing,ethnic wear,1.4,1/12/2017,689.0
P-6825,B-1816,home improvement,home storage organization,laundry,1.8,21/6/2019,1575.0
P-9436,B-2428,clothing,men s clothing,accessories combo sets,4.4,24/6/2014,646.0
P-785,B-133,automotive,accessories spare parts,car interior exterior,3.2,1/12/2017,1591.0
P-1785,B-388,home furnishing,bed linen,blankets quilts dohars,2.3,1/1/2018,895.0
P-5919,B-3078,footwear,women s footwear,casual shoes,2.5,4/12/2016,2394.0
P-10255,B-3078,watches,wrist watches,sonata wrist watches,4.0,7/1/2013,791.0
P-9787,B-3078,clothing,women s clothing,western wear,3.5,7/1/2017,644.0
P-7863,B-3078,bags wallets belts,bags,backpacks,4.1,1/1/2018,329.0
P-5785,B-1518,home decor festive needs,table decor handicrafts,showpieces,3.0,4/1/2019,2296.0
P-8788,B-3078,footwear,men s footwear,casual shoes,5.0,29/12/2016,2292.0
P-11631,B-3078,clothing,women s clothing,western wear,1.4,7/1/2015,1669.0
P-10077,B-1936,clothing,women s clothing,lingerie sleep swimwear,3.5,7/1/2015,295.0
P-5070,B-3078,clothing,women s clothing,western wear,2.4,1/12/2014,831.0
P-8972,B-2307,jewellery,rings,unknown,1.8,1/1/2015,20575.0
P-8098,B-2139,toys school supplies,school supplies,school bags,3.6,19/4/2013,246.0
P-3564,B-920,jewellery,necklaces chains,necklaces,4.0,1/12/2017,238.0
P-6027,B-3078,footwear,men s footwear,casual shoes,1.3,29/12/2013,1945.0
P-9655,B-2510,clothing,women s clothing,western wear,3.6,24/4/2018,1790.0
P-9205,B-2370,computers,laptop accessories,adapters,3.0,12/12/2016,698.0
P-10626,B-2784,mobiles accessories,mobile accessories,cables,1.2,12/12/2017,298.0
P-4258,B-3078,footwear,men s footwear,casual shoes,2.2,29/12/2014,1998.0
P-7701,B-3078,beauty and personal care,fragrances,deodorants,1.0,1/12/2016,148.0
P-7941,B-3078,clothing,men s clothing,t shirts,1.3,13/12/2016,208.0
P-7230,B-3078,clothing,women s clothing,western wear,3.0,4/1/2015,1613.0
P-11797,B-3172,jewellery,nose rings studs,unknown,1.4,31/12/2016,647.0
P-8819,B-3078,clothing,men s clothing,accessories combo sets,2.7,31/12/2017,905.0
P-11875,B-3194,computers,network components,routers,5.0,1/12/2019,2697.0
P-3830,B-3078,clothing,women s clothing,ethnic wear,4.3,7/1/2017,444.0
P-9365,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.6,1/12/2017,349.0
P-12441,B-3311,computers,laptop accessories,usb gadgets,1.2,29/12/2017,495.0
P-4897,B-1293,computers,laptop accessories,usb gadgets,1.6,29/12/2015,512.0
P-3185,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.3,1/12/2018,76.0
P-4976,B-3078,clothing,women s clothing,western wear,4.1,1/12/2012,891.0
P-5639,B-3078,clothing,women s clothing,western wear,3.0,1/12/2017,791.0
P-11691,B-3138,home decor festive needs,garden leisure,hookah hookah flavors,5.0,26/3/2016,295.0
P-9149,B-2344,clothing,men s clothing,suits blazers,3.8,23/6/2020,1997.0
P-8935,B-2307,jewellery,rings,unknown,3.0,1/1/2017,15357.0
P-6982,B-1842,computers,laptop accessories,usb gadgets,1.9,29/12/2018,188.0
P-6806,B-1812,clothing,kids clothing,girls wear,4.6,12/6/2013,1595.0
P-11765,B-3164,clothing,women s clothing,ethnic wear,1.4,21/6/2019,940.0
P-10125,B-2690,mobiles accessories,mobile accessories,car accessories,1.9,1/12/2017,693.0
P-6490,B-3078,clothing,women s clothing,ethnic wear,3.1,7/1/2017,548.0
P-7207,B-1932,beauty and personal care,body and skin care,lip care,5.0,3/3/2020,349.0
P-10724,B-3078,clothing,kids clothing,boys wear,4.7,6/1/2020,825.0
P-1117,B-166,automotive,accessories spare parts,car electronics accessories,3.7,1/12/2014,1392.0
P-1827,B-405,jewellery,rings,unknown,3.3,1/1/2019,25371.0
P-12081,B-3220,jewellery,rings,unknown,1.7,7/1/2013,7191.0
P-3493,B-907,fabpoppy printed women s jumpsuit,unknown,unknown,2.8,25/4/2020,599.0
P-10732,B-2826,home decor festive needs,showpieces,ethnic,1.7,1/12/2019,4041.0
P-8322,B-2183,furniture,pet furniture,unknown,3.4,29/12/2016,1291.0
P-10222,B-2710,jewellery,bangles bracelets armlets,bangles,5.0,30/12/2013,994.0
P-7724,B-3078,clothing,women s clothing,fusion wear,2.7,12/12/2014,296.0
P-2462,B-593,footwear,kids infant footwear,for boys,2.0,10/5/2013,989.0
P-6527,B-3078,footwear,women s footwear,heels,3.8,7/1/2014,739.0
P-5305,B-1417,jewellery,necklaces chains,necklaces,4.2,1/12/2017,348.0
P-1207,B-191,jewellery,accessories,brooches,2.0,19/5/2016,269.0
P-8973,B-2307,jewellery,rings,unknown,1.6,1/1/2020,18213.0
P-8488,B-2679,clothing,men s clothing,jeans,1.1,12/12/2019,696.0
P-5,B-3078,footwear,women s footwear,wedges,4.6,29/12/2013,499.0
P-3045,B-786,jewellery,necklaces chains,necklaces,3.5,1/12/2016,268.0
P-10454,B-2741,automotive,accessories spare parts,spares performance parts,1.6,3/3/2017,308.0
P-7767,B-2066,automotive,accessories spare parts,spares performance parts,3.4,3/3/2019,832.0
P-2593,B-653,home decor festive needs,table decor handicrafts,showpieces,4.5,28/3/2020,289.0
P-2129,B-478,jewellery,jewellery sets,unknown,5.0,31/12/2012,294.0
P-3559,B-918,jewellery,necklaces chains,necklaces,2.8,1/12/2018,191.0
P-12325,B-3078,beauty and personal care,fragrances,deodorants,1.4,1/12/2017,274.0
P-1069,B-155,bags wallets belts,luggage travel,suitcases,4.5,3/3/2018,5636.0
P-782,B-133,automotive,accessories spare parts,car interior exterior,4.9,1/12/2014,1591.0
P-9202,B-2370,computers,laptop accessories,batteries,5.0,7/1/2020,1495.0
P-5649,B-3078,clothing,women s clothing,ethnic wear,4.2,1/12/2015,747.0
P-7548,B-3078,clothing,men s clothing,t shirts,2.8,13/12/2018,386.0
P-6603,B-1841,clothing,women s clothing,lingerie sleep swimwear,3.0,7/1/2018,325.0
P-12157,B-3078,clothing,men s clothing,t shirts,3.3,15/12/2017,258.0
P-12264,B-3269,mobiles accessories,mobile accessories,chargers,2.6,25/3/2016,267.0
P-1854,B-405,jewellery,rings,unknown,1.8,1/1/2017,30286.0
P-11039,B-2929,jewellery,bangles bracelets armlets,bangles,5.0,30/12/2019,490.0
P-190,B-49,jewellery,bangles bracelets armlets,bangles,4.3,30/12/2017,347.0
P-9528,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,2.7,1/12/2018,886.0
P-5355,B-1427,jewellery,bangles bracelets armlets,bangles,4.4,20/12/2017,797.0
P-6658,B-3078,clothing,women s clothing,western wear,4.5,3/12/2015,698.0
P-1919,B-408,home decor festive needs,wall decor clocks,wall shelves,1.2,7/6/2020,1729.0
P-10390,B-2741,automotive,accessories spare parts,spares performance parts,2.8,12/3/2018,584.0
P-10481,B-2741,automotive,accessories spare parts,spares performance parts,3.3,31/12/2012,272.0
P-7373,B-3078,clothing,women s clothing,western wear,3.1,12/12/2014,493.0
P-9938,B-2604,shopoj white paper sky lantern 80 cm x 34 cm p,unknown,unknown,1.5,18/4/2016,546.0
P-2259,B-523,clothing,women s clothing,maternity wear,1.7,26/5/2015,4039.0
P-4438,B-1169,jewellery,necklaces chains,necklaces,4.2,1/12/2018,248.0
P-11320,B-2998,computers,network components,routers,5.0,1/12/2014,1212.0
P-10457,B-2741,automotive,accessories spare parts,spares performance parts,2.4,31/12/2019,1113.0
P-8887,B-2301,jewellery,bangles bracelets armlets,bangles,2.3,12/12/2014,367.0
P-3821,B-3078,watches,wrist watches,fluid wrist watches,3.0,7/1/2016,897.0
P-2400,B-705,clothing,women s clothing,lingerie sleep swimwear,1.5,7/1/2017,244.0
P-11058,B-3078,clothing,women s clothing,western wear,3.0,30/12/2014,390.0
P-5185,B-1377,jewellery,rings,unknown,3.8,7/1/2015,13888.0
P-9244,B-3078,footwear,women s footwear,casual shoes,1.4,4/12/2012,1995.0
P-12284,B-3274,automotive,accessories spare parts,spares performance parts,3.5,31/12/2013,1089.0
P-5928,B-1559,killys men s solid no show socks,unknown,unknown,2.9,10/5/2017,502.0
P-12435,B-3311,jewellery,necklaces chains,necklaces,1.5,1/12/2015,298.0
P-529,B-3078,footwear,men s footwear,casual shoes,3.3,29/12/2016,1792.0
P-558,B-133,automotive,accessories spare parts,car interior exterior,4.2,1/12/2015,1593.0
P-10068,B-2657,sj barstel 56m 1000m binoculars 30 mm black,unknown,unknown,3.2,25/3/2019,6447.0
P-479,B-119,kitchen dining,coffee mugs,akup coffee mugs,1.1,20/3/2020,258.0
P-9561,B-2478,jewellery,bangles bracelets armlets,bracelets,1.5,20/12/2013,493.0
P-4188,B-1082,jewellery,necklaces chains,necklaces,3.6,1/12/2018,489.0
P-864,B-133,automotive,accessories spare parts,car interior exterior,3.1,1/12/2016,916.0
P-3343,B-863,clothing,women s clothing,western wear,4.6,3/3/2017,448.0
P-8004,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,3.6,12/12/2013,397.0
P-3488,B-3078,footwear,women s footwear,wedges,1.8,7/1/2016,479.0
P-8737,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4.5,1/12/2015,175.0
P-8805,B-3078,clothing,men s clothing,winter seasonal wear,3.2,7/1/2013,2691.0
P-3649,B-3078,watches,wrist watches,fastrack wrist watches,5.0,7/1/2019,887.0
P-1871,B-405,jewellery,rings,unknown,1.1,1/1/2016,25726.0
P-4161,B-3078,footwear,men s footwear,casual shoes,3.0,29/12/2018,1992.0
P-1465,B-2679,clothing,women s clothing,western wear,4.2,30/12/2015,326.0
P-3274,B-850,mobiles accessories,tablet accessories,cases covers,3.5,1/1/2020,1498.0
P-2960,B-755,jewellery,necklaces chains,necklaces,4.2,1/12/2019,490.0
P-5466,B-2679,clothing,men s clothing,shirts,1.1,6/12/2017,768.0
P-1295,B-3078,beauty and personal care,fragrances,deodorants,1.6,1/12/2014,395.0
P-199,B-54,clothing,women s clothing,ethnic wear,1.4,5/5/2017,995.0
P-9258,B-3078,kitchen dining,coffee mugs,returnfavors coffee mugs,2.2,1/12/2019,298.0
P-7982,B-3078,clothing,men s clothing,t shirts,4.1,13/12/2014,490.0
P-7915,B-2113,kitchen dining,lighting,bulbs,5.0,31/12/2012,203.0
P-9060,B-2322,home decor festive needs,showpieces,ethnic,4.9,1/12/2017,1789.0
P-5295,B-1154,furniture,pet furniture,unknown,2.4,29/12/2014,1294.0
P-3401,B-879,jewellery,necklaces chains,necklaces,3.9,1/12/2017,246.0
P-7961,B-3231,clothing,women s clothing,lingerie sleep swimwear,2.5,7/1/2019,261.0
P-11540,B-3082,jewellery,necklaces chains,necklaces,4.0,1/12/2015,493.0
P-239,B-68,mobiles accessories,mobile accessories,cables,3.1,31/12/2012,885.0
P-577,B-133,automotive,accessories spare parts,car interior exterior,1.1,1/12/2012,1591.0
P-5181,B-1376,home entertainment,audio players,home audio,2.4,1/12/2013,3787.0
P-2028,B-440,home decor festive needs,religion devotion,brass gift center religion devotion,4.0,26/6/2014,4544.0
P-7896,B-3078,beauty and personal care,body and skin care,face care,1.4,31/12/2016,450.0
P-1752,B-372,automotive,car bike accessories,car bike lighting,2.7,2/6/2013,244.0
P-12471,B-3078,clothing,kids clothing,boys wear,2.8,29/12/2014,450.0
P-4529,B-3078,clothing,women s clothing,fusion wear,3.8,7/1/2020,442.0
P-27,B-1,automotive,accessories spare parts,car interior exterior,2.6,1/12/2016,1489.0
P-8529,B-2247,prime printed 8 seater table cover multicolor,unknown,unknown,2.9,19/4/2019,793.0
P-2058,B-452,baby care,infant wear,baby girls clothes,1.5,16/6/2014,489.0
P-7203,B-3078,clothing,women s clothing,western wear,4.2,1/12/2017,904.0
P-11794,B-3171,footwear,men s footwear,casual shoes,2.0,7/3/2016,239.0
P-6216,B-1635,clothing,women s clothing,ethnic wear,2.1,3/3/2017,2084.0
P-56,B-4,computers,laptop accessories,batteries,4.3,7/1/2020,1349.0
P-2484,B-608,sports fitness,racquet sports,tennis,3.7,25/2/2018,210.0
P-6660,B-1753,pens stationery,college supplies,pens notebooks,2.8,29/4/2017,301.0
P-12028,B-3211,home decor festive needs,wall decor clocks,wall decals stickers,4.2,17/5/2014,241.0
P-11371,B-3020,jewellery,necklaces chains,necklaces,2.0,1/12/2014,349.0
P-3364,B-872,clothing,men s clothing,winter seasonal wear,3.9,20/5/2019,629.0
P-6030,B-3078,footwear,men s footwear,casual shoes,2.8,29/12/2017,1741.0
P-7480,B-2003,clothing,women s clothing,lingerie sleep swimwear,3.5,26/5/2017,249.0
P-5729,B-1517,jewellery,rings,unknown,4.0,6/1/2013,35055.0
P-10821,B-2866,home decor festive needs,wall decor clocks,posters,3.4,23/6/2014,693.0
P-2376,B-570,computers,laptop accessories,usb gadgets,3.2,29/12/2014,290.0
P-12126,B-3234,computers,network components,routers,3.2,1/12/2013,1341.0
P-1606,B-322,baby care,diapering potty training,changing tables,4.7,25/4/2018,1099.0
P-6488,B-1700,clothing,women s clothing,fusion wear,1.9,11/3/2015,691.0
P-8370,B-2200,computers,laptop accessories,anti dust plugs,3.8,4/1/2020,289.0
P-2665,B-3078,clothing,women s clothing,western wear,3.0,7/1/2014,981.0
P-8470,B-3078,footwear,men s footwear,casual shoes,2.3,12/12/2012,695.0
P-4293,B-2281,clothing,women s clothing,lingerie sleep swimwear,1.4,7/1/2015,394.0
P-12315,B-3078,beauty and personal care,fragrances,deodorants,1.4,1/12/2012,274.0
P-4568,B-3078,footwear,women s footwear,heels,4.0,7/1/2020,999.0
P-9273,B-3078,footwear,women s footwear,casual shoes,1.0,1/12/2014,1293.0
P-4933,B-1302,jewellery,bangles bracelets armlets,bangles,2.7,30/12/2015,196.0
P-12069,B-3220,jewellery,rings,unknown,1.3,6/1/2016,10224.0
P-6901,B-3078,watches,wrist watches,maxima wrist watches,4.1,7/1/2014,690.0
P-2145,B-485,health personal care appliances,health care,health care devices,3.8,18/4/2015,793.0
P-2410,B-573,clovia women s t shirt bra,unknown,unknown,3.7,10/5/2013,471.0
P-9892,B-2591,home furnishing,curtains accessories,curtains,3.1,31/12/2018,589.0
P-9763,B-2544,toys school supplies,action figures,sentinel action figures,2.0,3/3/2014,14657.0
P-1953,B-419,home furnishing,bed linen,bedsheets,3.9,5/3/2020,1489.0
P-2657,B-670,sunglasses,damemoda wayfarer sunglasses,unknown,4.7,10/6/2018,397.0
P-4979,B-1315,jewellery,necklaces chains,necklaces,2.0,1/12/2018,260.0
P-1395,B-247,computers,network components,routers,1.9,1/12/2015,1694.0
P-9450,B-2437,royal seal creations 40 st color silver zircon n,unknown,unknown,1.1,3/4/2017,649.0
P-417,B-3078,beauty and personal care,fragrances,deodorants,2.9,1/12/2013,159.0
P-11598,B-3108,jewellery,bangles bracelets armlets,bracelets,4.0,20/12/2014,416.0
P-7647,B-3078,clothing,men s clothing,t shirts,2.3,13/12/2017,689.0
P-10421,B-2741,automotive,accessories spare parts,car interior exterior,4.7,21/4/2020,353.0
P-1409,B-247,computers,network components,routers,4.2,1/12/2017,5595.0
P-6842,B-3078,watches,wrist watches,maxima wrist watches,4.4,7/1/2020,648.0
